	TF	target	importance	count	shuffled_occurences	pvalue	p_adj
2344	ZNF143	DLX2	29.566661907759077	0.0	998	0.000999000999000999	0.005775729257143582
2432	ZNF143	STAT2	29.51150044886993	0.0	998	0.000999000999000999	0.005775729257143582
939	ZNF143	CDX2	29.50052100549572	0.0	1000	0.000999000999000999	0.005775729257143582
958	ZNF143	ID3	29.413309334554363	0.0	1000	0.000999000999000999	0.005775729257143582
2420	ZNF143	SCGB1A1	29.13725176411806	0.0	998	0.000999000999000999	0.005775729257143582
945	ZNF143	FGF17	29.096070618692437	0.0	1000	0.000999000999000999	0.005775729257143582
2424	ZNF143	SFTPC	29.008791787505995	0.0	998	0.000999000999000999	0.005775729257143582
1187	KLF4	DLX2	28.84135890527864	0.0	992	0.000999000999000999	0.005775729257143582
196	ELK4	MYOCD	28.82933953907661	0.0	999	0.000999000999000999	0.005775729257143582
125	ELK4	STUB1	28.80115173789166	0.0	1000	0.000999000999000999	0.005775729257143582
970	ZNF143	NR1I2	28.753080956848713	0.0	1000	0.000999000999000999	0.005775729257143582
763	RORA	OGG1	28.662971938795554	0.0	1000	0.000999000999000999	0.005775729257143582
1274	KLF4	STAT2	28.528742020255777	0.0	992	0.000999000999000999	0.005775729257143582
1889	RORA	PLIN1	28.46660320728254	0.0	993	0.000999000999000999	0.005775729257143582
502	KLF4	NKX2-5	28.415150615677824	0.0	1000	0.000999000999000999	0.005775729257143582
762	RORA	NR1I2	28.37996574281307	0.0	1000	0.000999000999000999	0.005775729257143582
1905	RORA	SCGB1A1	28.31597636911686	0.0	993	0.000999000999000999	0.005775729257143582
1365	ZNF85	MDM2	28.277563600603838	0.0	999	0.000999000999000999	0.005775729257143582
1140	STAT2	GPA33	28.19779175653413	0.0	998	0.000999000999000999	0.005775729257143582
532	MYCN	FGF3	28.15359890299939	0.0	981	0.000999000999000999	0.005775729257143582
2412	ZNF143	RAG1	27.94808944977676	0.0	998	0.000999000999000999	0.005775729257143582
1881	RORA	NRP1	27.946992348363537	0.0	993	0.000999000999000999	0.005775729257143582
535	MYCN	G6PC1	27.83702556892562	0.0	981	0.000999000999000999	0.005775729257143582
2407	ZNF143	PPARG	27.789823466795358	0.0	998	0.000999000999000999	0.005775729257143582
743	RORA	GCLC	27.73620594649885	0.0	1000	0.000999000999000999	0.005775729257143582
528	MYCN	ERVK-11	27.729235171483225	0.0	981	0.000999000999000999	0.005775729257143582
540	MYCN	HMOX1	27.687631486649398	0.0	981	0.000999000999000999	0.005775729257143582
936	ZNF143	BMAL1	27.62690839436081	0.0	1000	0.000999000999000999	0.005775729257143582
1249	KLF4	PPARG	27.474470243763403	0.0	992	0.000999000999000999	0.005775729257143582
1178	KLF4	CRABP2	27.46373949982152	0.0	992	0.000999000999000999	0.005775729257143582
874	STAT2	TEKT1	27.355214562143804	0.0	1000	0.000999000999000999	0.005775729257143582
527	MYCN	ELK1	27.344384665964157	0.0	981	0.000999000999000999	0.005775729257143582
969	ZNF143	NKX2-5	27.343325260105804	0.0	1000	0.000999000999000999	0.005775729257143582
722	MYCN	HDC	27.29979325778374	0.0	999	0.000999000999000999	0.005775729257143582
710	MYCN	CETN2	27.220688550778902	0.0	999	0.000999000999000999	0.005775729257143582
1179	KLF4	CREBBP	27.088287987578237	0.0	992	0.000999000999000999	0.005775729257143582
1275	KLF4	TALDO1	26.821168915577907	0.0	992	0.000999000999000999	0.005775729257143582
526	MYCN	EBP	26.710934641789173	0.0	981	0.000999000999000999	0.005775729257143582
897	YBX2	FSHB	26.701466515807226	0.0	999	0.000999000999000999	0.005775729257143582
1030	ZNF85	TEKT1	26.661976598495134	0.0	1000	0.000999000999000999	0.005775729257143582
1028	ZNF85	SP7	26.658165589387323	0.0	1000	0.000999000999000999	0.005775729257143582
2395	ZNF143	NRP1	26.655418206293046	0.0	998	0.000999000999000999	0.005775729257143582
1870	RORA	MYOCD	26.510940991433145	0.0	993	0.000999000999000999	0.005775729257143582
2062	STAT2	AMELX	26.470718488999964	0.0	992	0.000999000999000999	0.005775729257143582
2158	STAT2	RORA	26.376403218403834	0.0	992	0.000999000999000999	0.005775729257143582
504	FOXP1	TERT	26.36908239989042	0.0	991	0.000999000999000999	0.005775729257143582
1009	ZNF85	IAPP	26.365755355061644	0.0	1000	0.000999000999000999	0.005775729257143582
932	ZNF143	ALOX5	26.345708891634732	0.0	1000	0.000999000999000999	0.005775729257143582
561	MYCN	SPAG6	26.344468925289192	0.0	981	0.000999000999000999	0.005775729257143582
1266	KLF4	SFTPC	26.27942702437468	0.0	992	0.000999000999000999	0.005775729257143582
231	ELK4	SCARB1	26.229215145120207	0.0	999	0.000999000999000999	0.005775729257143582
240	ELK4	SLC19A2	26.199342123709258	0.0	999	0.000999000999000999	0.005775729257143582
708	MYCN	CDKN1A	26.169947230078336	0.0	999	0.000999000999000999	0.005775729257143582
1000	RORA	GJA1	26.051050550816466	0.0	1000	0.000999000999000999	0.005775729257143582
2174	STAT2	SRA1	26.04517207570268	0.0	992	0.000999000999000999	0.005775729257143582
182	ELK4	IL21	26.007597954571384	0.0	999	0.000999000999000999	0.005775729257143582
534	MYCN	FSHB	25.999342440879907	0.0	981	0.000999000999000999	0.005775729257143582
893	YBX2	FGF17	25.992317318574063	0.0	999	0.000999000999000999	0.005775729257143582
912	YBX2	LAMA3	25.951896858824256	0.0	999	0.000999000999000999	0.005775729257143582
1252	KLF4	PTDSS1	25.911673852450463	0.0	992	0.000999000999000999	0.005775729257143582
937	ZNF143	BUB1B	25.872748351343823	0.0	1000	0.000999000999000999	0.005775729257143582
651	KLF4	GPA33	25.8507457050423	0.0	999	0.000999000999000999	0.005775729257143582
934	ZNF143	ARR3	25.714683743167974	0.0	1000	0.000999000999000999	0.005775729257143582
544	MYCN	IFNG	25.687367918179543	0.0	981	0.000999000999000999	0.005775729257143582
546	MYCN	IL7R	25.56223602464667	0.0	981	0.000999000999000999	0.005775729257143582
1307	ZNF143	PTPN6	25.529731078072597	0.0	999	0.000999000999000999	0.005775729257143582
110	ELK4	ME3	25.478081464623905	0.0	1000	0.000999000999000999	0.005775729257143582
2073	STAT2	CDKN2A	25.469752220996973	0.0	992	0.000999000999000999	0.005775729257143582
466	IKZF5	PAX3	25.41808371224231	0.0	985	0.000999000999000999	0.005775729257143582
973	ZNF143	PSG5	25.35635105377453	0.0	1000	0.000999000999000999	0.005775729257143582
203	ELK4	NOTCH3	25.356110200113328	0.0	999	0.000999000999000999	0.005775729257143582
724	RORA	ALOX5	25.353015538730755	0.0	1000	0.000999000999000999	0.005775729257143582
1184	KLF4	CYP2C19	25.274038733115983	0.0	992	0.000999000999000999	0.005775729257143582
558	MYCN	PTK2	25.178611399594047	0.0	981	0.000999000999000999	0.005775729257143582
891	YBX2	ERVK-11	25.175890708676555	0.0	999	0.000999000999000999	0.005775729257143582
97	ELK4	IFIT3	25.16672404613269	0.0	1000	0.000999000999000999	0.005775729257143582
1268	ZNF143	CETN2	25.153667414057235	0.0	999	0.000999000999000999	0.005775729257143582
1339	ZNF85	CHMP4A	25.12582841453506	0.0	999	0.000999000999000999	0.005775729257143582
1166	KLF4	CBL	25.125579979386856	0.0	992	0.000999000999000999	0.005775729257143582
730	MYCN	INHBA	25.096846564156248	0.0	999	0.000999000999000999	0.005775729257143582
2165	STAT2	SERPINA3	25.07434365001167	0.0	992	0.000999000999000999	0.005775729257143582
756	MYCN	TEKT2	25.028535514281444	0.0	999	0.000999000999000999	0.005775729257143582
1193	KLF4	ESCO2	24.92102191897128	0.0	992	0.000999000999000999	0.005775729257143582
163	FOXP1	CDX2	24.824972814915174	0.0	1000	0.000999000999000999	0.005775729257143582
995	RORA	ESR1	24.80299793747069	0.0	1000	0.000999000999000999	0.005775729257143582
766	RORA	PTK2	24.754347610181917	0.0	1000	0.000999000999000999	0.005775729257143582
1911	RORA	SIRPA	24.71006011601202	0.0	993	0.000999000999000999	0.005775729257143582
130	ELK4	TP53	24.692574374643673	0.0	1000	0.000999000999000999	0.005775729257143582
501	KLF4	NES	24.498077610249073	0.0	1000	0.000999000999000999	0.005775729257143582
2433	ZNF143	TALDO1	24.417134128238796	0.0	998	0.000999000999000999	0.005775729257143582
2366	ZNF143	IFIT2	24.31394559574887	0.0	998	0.000999000999000999	0.005775729257143582
2147	STAT2	PML	24.312432074168196	0.0	992	0.000999000999000999	0.005775729257143582
903	YBX2	HMOX1	24.259739658667925	0.0	999	0.000999000999000999	0.005775729257143582
2379	ZNF143	LAMA1	24.22847259789191	0.0	998	0.000999000999000999	0.005775729257143582
744	RORA	HIF1A	24.177626259713612	0.0	1000	0.000999000999000999	0.005775729257143582
1822	RORA	CREBBP	24.163525243639633	0.0	993	0.000999000999000999	0.005775729257143582
756	RORA	LAMA3	24.144389554741906	0.0	1000	0.000999000999000999	0.005775729257143582
906	YBX2	ID3	24.1313495698202	0.0	999	0.000999000999000999	0.005775729257143582
2086	STAT2	DFFA	24.0876657261373	0.0	992	0.000999000999000999	0.005775729257143582
2350	ZNF143	ESCO2	24.069129173671264	0.0	998	0.000999000999000999	0.005775729257143582
87	ELK4	ESR1	24.063834510659916	0.0	1000	0.000999000999000999	0.005775729257143582
2141	STAT2	OIT3	24.0360384142577	0.0	992	0.000999000999000999	0.005775729257143582
200	ELK4	NGFR	24.013375953710547	0.0	999	0.000999000999000999	0.005775729257143582
2419	ZNF143	SCARB1	23.924152496166688	0.0	998	0.000999000999000999	0.005775729257143582
551	MYCN	LHX3	23.902259654707482	0.0	981	0.000999000999000999	0.005775729257143582
480	KLF4	FGF3	23.90057922966434	0.0	1000	0.000999000999000999	0.005775729257143582
704	MYCN	CCL2	23.874791744054043	0.0	999	0.000999000999000999	0.005775729257143582
866	STAT2	NR1I2	23.815505584858773	0.0	1000	0.000999000999000999	0.005775729257143582
971	ZNF143	OGG1	23.731159217615115	0.0	1000	0.000999000999000999	0.005775729257143582
908	YBX2	IL2	23.72707677830282	0.0	999	0.000999000999000999	0.005775729257143582
1318	ZNF143	VCP	23.6678186744739	0.0	999	0.000999000999000999	0.005775729257143582
77	ELK4	CCL5	23.643364085364798	0.0	1000	0.000999000999000999	0.005775729257143582
674	KLF4	PAK1	23.636764174289404	0.0	999	0.000999000999000999	0.005775729257143582
2306	YBX2	TERT	23.6340558112436	0.0	998	0.000999000999000999	0.005775729257143582
2336	ZNF143	CREBBP	23.615795207482034	0.0	998	0.000999000999000999	0.005775729257143582
65	STAT2	ZNF143	23.60947805211357	0.0	1000	0.000999000999000999	0.005775729257143582
492	KLF4	IFNG	23.599375341474587	0.0	1000	0.000999000999000999	0.005775729257143582
2156	STAT2	RBFOX3	23.580730505833138	0.0	992	0.000999000999000999	0.005775729257143582
2334	ZNF143	CRABP1	23.551765331687786	0.0	998	0.000999000999000999	0.005775729257143582
232	ELK4	SCGB1A1	23.532429542381713	0.0	999	0.000999000999000999	0.005775729257143582
715	MYCN	ESR1	23.523722443677794	0.0	999	0.000999000999000999	0.005775729257143582
506	KLF4	PSG5	23.5042946734746	0.0	1000	0.000999000999000999	0.005775729257143582
750	RORA	ID3	23.503443055186253	0.0	1000	0.000999000999000999	0.005775729257143582
951	ZNF143	GCLC	23.499542969724853	0.0	1000	0.000999000999000999	0.005775729257143582
738	MYCN	ME3	23.48481340984342	0.0	999	0.000999000999000999	0.005775729257143582
1348	ZNF85	GJA1	23.47745593056831	0.0	999	0.000999000999000999	0.005775729257143582
1002	ZNF85	G6PC1	23.438435776829984	0.0	1000	0.000999000999000999	0.005775729257143582
1261	ZNF143	BTG1	23.3971610691379	0.0	999	0.000999000999000999	0.005775729257143582
726	RORA	ARR3	23.383301110157262	0.0	1000	0.000999000999000999	0.005775729257143582
703	MYCN	BTG1	23.361313168770785	0.0	999	0.000999000999000999	0.005775729257143582
55	ELK4	BDKRB2	23.346432265230003	0.0	1000	0.000999000999000999	0.005775729257143582
479	KLF4	FGF21	23.298437537400225	0.0	1000	0.000999000999000999	0.005775729257143582
732	MYCN	KLK3	23.195192838396906	0.0	999	0.000999000999000999	0.005775729257143582
2348	ZNF143	EIF2AK2	23.10257585084611	0.0	998	0.000999000999000999	0.005775729257143582
1215	YBX2	IFNB1	23.07924191289365	0.0	985	0.000999000999000999	0.005775729257143582
1183	KLF4	CYP19A1	23.06967485192712	0.0	992	0.000999000999000999	0.005775729257143582
539	MYCN	HLA-E	22.867650599663268	0.0	981	0.000999000999000999	0.005775729257143582
191	ELK4	LAMA1	22.85993105734157	0.0	999	0.000999000999000999	0.005775729257143582
1359	MYCN	NGFR	22.748700920315123	0.0	999	0.000999000999000999	0.005775729257143582
1336	ZNF85	CDKN1A	22.748387364678074	0.0	999	0.000999000999000999	0.005775729257143582
1809	RORA	CBL	22.738839634457907	0.0	993	0.000999000999000999	0.005775729257143582
1308	ZNF143	SLC2A4	22.678050118536195	0.0	999	0.000999000999000999	0.005775729257143582
2179	STAT2	TLX1	22.62731650324343	0.0	992	0.000999000999000999	0.005775729257143582
1917	RORA	STAT2	22.597641417593547	0.0	993	0.000999000999000999	0.005775729257143582
889	YBX2	EBP	22.5975849579432	0.0	999	0.000999000999000999	0.005775729257143582
737	RORA	FGF17	22.572024831000395	0.0	1000	0.000999000999000999	0.005775729257143582
750	MYCN	SLC2A4	22.55752885143645	0.0	999	0.000999000999000999	0.005775729257143582
1257	ZNF143	ACTG2	22.512602133343275	0.0	999	0.000999000999000999	0.005775729257143582
2085	STAT2	CYP2C9	22.385268953592195	0.0	992	0.000999000999000999	0.005775729257143582
735	RORA	ERVK-11	22.358706065987608	0.0	1000	0.000999000999000999	0.005775729257143582
948	ZNF143	FGFR3	22.328221397298492	0.0	1000	0.000999000999000999	0.005775729257143582
2124	STAT2	MCU	22.322746739147007	0.0	992	0.000999000999000999	0.005775729257143582
1194	YBX2	CCL5	22.293253873995273	0.0	985	0.000999000999000999	0.005775729257143582
521	MYCN	BMAL1	22.13353974024524	0.0	981	0.000999000999000999	0.005775729257143582
128	ELK4	ABCB1	22.10030793543076	0.0	999	0.000999000999000999	0.005775729257143582
872	STAT2	SP7	22.081257280262516	0.0	1000	0.000999000999000999	0.005775729257143582
529	MYCN	FBXW7	22.068097517600705	0.0	981	0.000999000999000999	0.005775729257143582
2061	STAT2	ALDH1A2	22.065224200499113	0.0	992	0.000999000999000999	0.005775729257143582
2382	ZNF143	MMP13	22.042925125930516	0.0	998	0.000999000999000999	0.005775729257143582
1400	MYCN	SLC26A5	22.01882238628909	0.0	999	0.000999000999000999	0.005775729257143582
2323	ZNF143	CBL	21.97716971435188	0.0	998	0.000999000999000999	0.005775729257143582
194	ELK4	MMP13	21.89854504980683	0.0	999	0.000999000999000999	0.005775729257143582
2335	ZNF143	CRABP2	21.874868291376067	0.0	998	0.000999000999000999	0.005775729257143582
517	MYCN	ALOX5	21.812307807767084	0.0	981	0.000999000999000999	0.005775729257143582
748	MYCN	PTGS2	21.793936792220563	0.0	999	0.000999000999000999	0.005775729257143582
847	STAT2	GCLC	21.757848433392027	0.0	1000	0.000999000999000999	0.005775729257143582
943	ZNF143	ERVK-11	21.72589078938773	0.0	1000	0.000999000999000999	0.005775729257143582
1904	RORA	SCARB1	21.64419312158651	0.0	993	0.000999000999000999	0.005775729257143582
1263	KLF4	SEMA5B	21.53944879695894	0.0	992	0.000999000999000999	0.005775729257143582
800	IKZF5	DLX2	21.53654529510848	0.0	999	0.000999000999000999	0.005775729257143582
113	STAT2	gene308	21.507873210791086	0.0	999	0.000999000999000999	0.005775729257143582
2410	ZNF143	PTDSS1	21.494493489337362	0.0	998	0.000999000999000999	0.005775729257143582
1182	KLF4	CXCL8	21.477399665847827	0.0	992	0.000999000999000999	0.005775729257143582
73	ELK4	ANGPT2	21.472292639514908	0.0	1000	0.000999000999000999	0.005775729257143582
890	IKZF5	TCF4	21.465789475429162	0.0	999	0.000999000999000999	0.005775729257143582
153	ELK4	CYP2C19	21.430374690165632	0.0	999	0.000999000999000999	0.005775729257143582
919	YBX2	OGG1	21.397046142785836	0.0	999	0.000999000999000999	0.005775729257143582
2339	ZNF143	CXCL8	21.353248393443078	0.0	998	0.000999000999000999	0.005775729257143582
